"","Species","X.2","X.1","X","GrowthForm_CTD","LHS_CTD","Abund_CTD","IUCNstatus","MeanPCcover","Range","ReefArea_Range","major_clade","family_molecules","family_morphology","larval","sexual","nominal.species","Lower_bound","Mean","Upper_bound","IUCN_conservation_status","Abundance_GBR","Abundance_world","Coloniality","Depth_lower","Depth_upper","Eastern-most_range_edge","Genus_fossil_age","Growth_form_typical","IUCN_Red_List_category","Life_history_strategy","Mode_of_larval_development","Northern-most_range_edge","Ocean_basin","Oocyte_size_at_maturity","Range_size","Sexual_system","Southern-most_range_edge","Species_age_phylogeny","Substrate_attachment","Water_clarity_preference","Wave_exposure_preference","Western-most_range_edge","Zooxanthellate","Polyp_fecundity","Colony_maximum_diameter","Corallite_width_maximum","Corallite_width_minimum","Growth_form_Wallace","Growth_outline_type","Growth_rate","Nitrogen_concentration","Phosphorus_concentration","Sample_identifier","Calcification_rate","Skeletal_density","Skeletal_micro-density","Symbiodinium_density","Tissue_thickness","Propagule_size_on_release","Symbiodinium_sp._in_propagules","Colony_area","Colony_shape_factor","Distance_from_crest","Polyps_per_area","Ratio_of_female_to_male_gonads","Size_at_maturity","Colony_bleached","Mitotic_index","RNA:DNA_ratio","Chlorophyll_a","Lipid_content","Total_biomass","Protein_biomass","Age_at_maturity","Eggs_per_area","Generation_time","Mesentery_fecundity","Number_of_septa_per_corallite","Dark_respiration","Gross_photosynthesis","Larval_swimming_speed","Dissolved_oxygen_concentration","Distance_from_shore","Downward_flux_of_suspended_particulate_matter","Light_extinction_coefficient","Nitrite-nitrate_concentration","Particulate_organic_matter_concentration","Phosphate_concentration","Salinity","Suspended_particulate_matter_concentration","Individual_identifier","Propagule_age","Rainfall","Sunlight","Colony_surface_area","pre_fecundity"
"104","Cyphastrea japonica",100,101,101,"submassive",NA,"uncommon","LC",0.03,10540989,81378,"Robust","Merulinidae","Faviidae",NA,NA,NA,0.204148526591053,0.230177533749092,0.256138518721184,"Least Concern",NA,"common","colonial","40","3","-134.07643731","19.714","laminar","LC",NA,NA,"38.46637616","pacific",NA,"68934427.64",NA,"-34.9519563","0.253727385536922","attached","clear","broad","26.1223529","zooxanthellate",NA,NA,"4.2","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Cyphastrea microphthalma",101,102,102,"massive","stress-tolerant","common","LC",0.071,74132790,242521,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,2.39940603634229,2.73170258957993,3.05723804005875,"Least Concern","common","uncommon","colonial","30","1","-136.70830726","19.714","laminar","LC","competitive","spawner","37.06962081","pacific","241","61084601.95","hermaphrodite","-34.40135378","1.77254049834432","attached","clear","protected","31.0674702","zooxanthellate",NA,NA,"2.4","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Cyphastrea serailia",102,103,103,"massive","stress-tolerant","common","LC",0.14,73631964,243460,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,10.7795411485588,12.2107863789967,13.6318485613892,"Least Concern","common","common","colonial","35","0","158.38807334","19.714","encrusting","LC","competitive","spawner","29.09332412","pacific","360","14349108.575","hermaphrodite","-32.32475491","1.7510880393914","attached","turbid","protected","94.7920482","zooxanthellate",NA,NA,"3.4","8",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Danafungia scruposa",103,104,104,"massive",NA,"common","LC",0.01,26137110,158498,"Robust","Fungiidae","Fungiidae","spawner","gonochore",NA,0.0955036087620299,0.108995834827214,0.122665324585845,"Least Concern","common","common","colonial","40","3","-135.92138356",NA,"laminar","LC",NA,"spawner","33.74035952","pacific",NA,"65061177.015","hermaphrodite","-34.18900221","0.854362833367538","attached","clear","protected","27.8382381","zooxanthellate",NA,"60","8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Diploastrea heliopora",104,105,105,"massive","stress-tolerant","uncommon","NT",0.248,55983207,226503,"Robust","Diploastraeidae","Faviidae","spawner","gonochore",NA,9.11906316906051,10.4347142557697,11.7583986708164,"Near Threatened","common","uncommon","colonial","25","2","-176.46335183","19.714","submassive","LC","competitive","spawner","30.505628","pacific","350","49430644.405","hermaphrodite","-33.75770467","0.588190599123175","attached","clear","broad","27.6225894","zooxanthellate",NA,"533.333333333333","4.6","7.5",NA,NA,"14.1366666666667","1.1618993456","0.151666659333333","191.166666666667",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"5.06874041866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Echinophyllia aspera",105,106,106,"laminar",NA,"common","LC",0.051,71507840,242762,"Robust","Lobophyllidae","Pectiniidae","spawner","hermaphrodite",NA,0.157673666893984,0.178808960120957,0.199972877026532,"Least Concern","rare","uncommon","colonial","35","3","-176.46335183","48.74","encrusting_long_uprights","NT",NA,"spawner","19.50754087","pacific","388.5","32941391.15","hermaphrodite","-32.67946084","1.37299871244419","attached","clear","protected","80.6721861","zooxanthellate",NA,NA,"25","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Echinophyllia echinata",106,107,107,"laminar",NA,"uncommon","LC",0.055,66874958,235717,"Robust","Lobophyllidae","Pectiniidae",NA,NA,NA,0.273495192256317,0.311822898928542,0.350005639271233,"Least Concern","uncommon","common","colonial","15","1","-135.44452007","48.74","laminar","LC",NA,NA,"37.18735618","pacific",NA,"70194905.85",NA,"-33.18767911","0.694108475897985","attached","clear","broad","29.3143945","zooxanthellate",NA,NA,"19","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Echinophyllia echinoporoides",107,108,108,"encrusting",NA,"common","LC",0.059,11552099,129870,"Robust","Lobophyllidae","Pectiniidae",NA,NA,NA,0.153878713116885,0.172937662581879,0.191958488524441,"Least Concern","common","common","colonial","15","1","-170.39918194","48.74","encrusting_long_uprights","NT",NA,NA,"27.77323748","pacific",NA,"32045791.34",NA,"-33.67557655","9.39092109946586","attached","clear","protected","38.8486452","zooxanthellate",NA,NA,"30","13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Echinopora gemmacea",108,109,109,"laminar","generalist","common","LC",0.218,66172944,240150,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,1.49423723366729,1.69727509629056,1.90267966221032,"Least Concern","uncommon","common","colonial","35","2","-176.03205429","48.06","laminar","NT","competitive","spawner","29.2117354","pacific","100","25528437.28","hermaphrodite","-27.71953919","0.854362833367538","attached","clear","broad","94.9050048","zooxanthellate",NA,NA,"15","10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Echinopora hirsutissima",109,110,110,"submassive",NA,"uncommon","LC",0.083,49688810,209712,"Robust","Merulinidae","Faviidae",NA,NA,NA,0.555158958764571,0.633717893842076,0.712107443448221,"Least Concern","common","common","colonial","27.5","3","-175.80631684","48.06","massive","VU",NA,NA,"30.10568368","pacific",NA,"34723713.95",NA,"-33.30848029","1.48126980618824","attached","clear","broad","94.4858414","zooxanthellate",NA,NA,"12.5","3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Echinopora horrida",110,111,111,"encrusting_long_uprights",NA,"uncommon","NT",0.11,30274756,175980,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,4.78754813641696,5.46714391884067,6.13084726015887,"Near Threatened","common","common","colonial","30","2","-175.98238217","48.06","massive","NT",NA,"spawner","33.52299133","pacific",NA,"55045935.335","hermaphrodite","-32.9803135","1.39728963302369","attached","clear","broad","31.0781375","zooxanthellate",NA,"50","18.8","3.8",NA,NA,NA,"0.732275730666667","0.124681296","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Echinopora lamellosa",111,112,112,"laminar",NA,"common","LC",0.515,73345463,241121,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,16.1817245026662,18.3091818151183,20.4280662188943,"Least Concern","common","uncommon","colonial","26.6666666666667","0","175.37023199","48.06","massive","VU",NA,"spawner","29.87630087","pacific","415","18141992.835","hermaphrodite","-24.53708423","1.55384432314385","attached","clear","protected","94.6003635","zooxanthellate",NA,"300","18.8","12.5",NA,NA,NA,NA,"0.228018081","132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Echinopora mammiformis",112,113,113,"encrusting_long_uprights",NA,"common","NT",0.362,40116099,175341,"Robust","Merulinidae","Faviidae",NA,NA,NA,5.70363992696752,6.519283007663,7.3469516432111,"Near Threatened","common","common","colonial","20","3","-135.40381939","48.06","massive","NT",NA,NA,"37.61642738","pacific",NA,"72251149.285",NA,"-34.90409838","1.33176491981708","attached","both","broad","26.6548826","zooxanthellate",NA,"30","16.8","3.4",NA,NA,NA,"0.754169616111111","0.1961237395","183.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.25935143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Echinopora pacificus",113,114,114,"laminar",NA,"common","NT",0.113,27404947,159858,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,0.242978793164338,0.276697205019537,0.311268634579053,"Near Threatened","uncommon","common","colonial","27.5","5.5","-175.45897264","48.06","massive","NT",NA,"spawner","37.75272169","pacific",NA,"57089008.555","hermaphrodite","-31.2839916","2.73147335742883","attached","clear","broad","27.8975988","zooxanthellate",NA,NA,"5.2","5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Euphyllia cristata",114,115,115,"massive",NA,"common","VU",0.01,33418075,181617,"Complex","Euphylliidae","Euphyllidae",NA,NA,NA,0.00194495533705299,0.00218932910357573,0.00244358949088661,"Vulnerable","common","uncommon","colonial","20","0","-134.50704337","48.06","massive","NT",NA,NA,"38.89698222","pacific",NA,"62754606.605",NA,"-35.16725933","0.952899186108228","attached","both","broad","27.6294741","zooxanthellate",NA,"266.666666666667","8.5","4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Euphyllia glabrescens",115,116,116,"massive",NA,"common","NT",0.007,57041586,229243,"Complex","Euphylliidae","Euphyllidae","brooder",NA,NA,1.1808347256438,1.33030650546455,1.48141116161471,"Near Threatened","common","uncommon","colonial","55","3.5","-135.47885071","48.06","massive","NT",NA,"spawner","37.53425108","pacific",NA,"67470677.26",NA,"-35.21646261","0.180787747532672","attached","clear","broad","25.7128927","zooxanthellate",NA,NA,"17.5","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Euphyllia paraancora",116,117,117,"massive",NA,"uncommon","VU",0.05,19228260,102545,"Complex","Euphylliidae","Euphyllidae","spawner",NA,NA,0.0237594946900517,0.0268638176809627,0.0299669557514979,"Vulnerable",NA,"uncommon","colonial","20","1","-175.45897264","26.534","massive","NT",NA,"spawner","30.98013273","pacific",NA,"55922609.63",NA,"-34.997992","0.180787747532672","attached","clear","broad","26.5867751","zooxanthellate",NA,NA,"158","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Favites abdita",127,128,128,"massive","stress-tolerant","common","NT",0.281,78650906,242940,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,19.8641345807548,22.8124103668668,25.7434865803856,"Near Threatened","uncommon","uncommon","colonial","45","0","132.89280086","28.586","submassive","NT","stress-tolerant","spawner","29.80480285","pacific","279","11292395.407","hermaphrodite","-12.41744376","0.887918182440587","attached","clear","exposed","94.6065264","zooxanthellate",NA,"1500","3.7","4",NA,NA,"1.27","0.702967494","0.203006611","174.714285714286",NA,NA,NA,NA,NA,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.04911747333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Favites chinensis",128,129,129,"massive","stress-tolerant","common","NT",0.071,58223062,228489,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,6.489322065382,7.48092517667123,8.44855562759615,"Near Threatened","common","uncommon","colonial","20","9","-176.3828836","28.586","submassive","LC","stress-tolerant","spawner","37.36806941","pacific","140","62855763.175","hermaphrodite","-33.91066652","0.887918182440587","attached","clear","broad","28.3933883","zooxanthellate",NA,NA,"10.7","4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Favites complanata",129,130,130,"massive",NA,"uncommon","NT",0.048,64979928,240802,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,0.986889590919753,1.12069223583554,1.25611455161247,"Near Threatened","uncommon","uncommon","colonial","50","1.25","154.72182229","28.586","massive","NT",NA,"spawner","30.48780766","pacific","443","18898317.565","hermaphrodite","-29.34119085","0.469524513467355","attached","clear","broad","31.3689228","zooxanthellate",NA,NA,"7.6","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Favites flexuosa",130,131,131,"massive",NA,"uncommon","NT",0.078,71335568,239267,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,1.2661617870034,1.43862453984752,1.61490446742514,"Near Threatened","common","common","solitary","35","5","-135.6965214","24.2825","massive","NT",NA,"spawner","37.15509821","pacific",NA,"33050257.1465","hermaphrodite","-33.38448031","1.74475675495482","unattached","clear","broad","31.2218881","zooxanthellate",NA,NA,"5","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Favites halicora",131,132,132,"massive","stress-tolerant","uncommon","NT",0.133,57893396,225308,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,14.4469643639068,16.5272330475216,18.5705067374745,"Near Threatened","uncommon","common","colonial","19.25",NA,"-168.053559105","62.38","submassive","VU","stress-tolerant","spawner","37.11571178","pacific","545","53354398.935","hermaphrodite","-32.22433312","0.518269449254346","attached","turbid","protected","31.7398894","zooxanthellate",NA,NA,"5","2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"395","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Favites micropentagonus",132,133,133,NA,NA,NA,"NT",0.033,6854113,73434,NA,NA,"Faviidae",NA,NA,"Favites micropentagonus",0.0135171206455683,0.0152298756543918,0.0169362534071932,"Near Threatened",NA,"common","colonial","20","0","-137.90723798","62.38","massive","NT",NA,NA,"36.60333856","pacific",NA,"62479426.59",NA,"-34.31454441","4.10818257573462","attached","clear","protected","31.5600498","zooxanthellate",NA,"300","7.5","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Favites pentagona",133,134,134,"submassive","stress-tolerant","uncommon","LC",0.058,64275457,231329,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,5.82060647001001,6.69329246480203,7.56861654250693,"Least Concern","common","rare","colonial","25","0","155.1455046","62.38","encrusting","NT","stress-tolerant","spawner","29.70106225","pacific",NA,"13248808.365","hermaphrodite","-24.18623776","0.485637749426508","attached","clear","protected","95.1302264","zooxanthellate",NA,"500","5.9","1.7",NA,NA,NA,"1.0233104582","0.142411282666667","125.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.088102245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Favites vasta",135,136,136,"massive",NA,"uncommon","NT",0.027,17726659,72578,"Robust","Merulinidae","Faviidae",NA,NA,NA,0.0230951629854958,0.0259544474387966,0.0288211151681586,"Near Threatened",NA,"uncommon","colonial","30","1","-75.01978992","62.38","massive","LC",NA,NA,"35.84682684","pacific",NA,"85555016.06",NA,"-32.70106467","4.96591914025434","attached","clear","protected","26.4498211","zooxanthellate",NA,NA,"15","2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Fungia fungites",137,138,138,"massive","stress-tolerant","common","NT",0.077,66931149,236614,"Robust","Fungiidae","Fungiidae","spawner","gonochore",NA,3.37780435946047,3.83796486103712,4.29517577455905,"Near Threatened","common","common","colonial","15","4.25","-169.625752","62.38","massive","LC","stress-tolerant","spawner","37.2245759","pacific",NA,"56142436.515","hermaphrodite","-34.56210164","1.16598419379335","attached","clear","broad","26.9215053","zooxanthellate",NA,"45","6.5",NA,NA,NA,"62.9",NA,NA,NA,"2.29","1.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Galaxea astreata",139,140,140,"submassive","stress-tolerant","common","VU",0.035,56837149,229360,"Complex","Euphylliidae","Oculinidae","spawner","gonochore",NA,2.5737243155339,2.94815133577297,3.31959666453794,"Vulnerable","rare","uncommon","colonial","15","1","-167.756645633","96.45","massive","NT","stress-tolerant","spawner","37.67234034","pacific",NA,"40990209.4","hermaphrodite","-29.77429298","0.465643285601545","attached","clear","broad","64.3879973","zooxanthellate",NA,"600","3.7","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Galaxea fascicularis",140,141,141,"massive","stress-tolerant","common","NT",0.382,62107800,240028,"Complex","Euphylliidae","Oculinidae","spawner","gonochore",NA,29.9251027306933,34.169637768286,38.3769792775349,"Near Threatened","uncommon","uncommon","colonial","35","2","163.31619262","96.45","submassive","NT","stress-tolerant","spawner","23.603514","pacific","420","19768099.25","hermaphrodite","-30.14445995","0.464287842389564","attached","clear","broad","30.7869418","zooxanthellate",NA,"100","4.7","2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"596","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Galaxea longisepta",142,143,143,"encrusting",NA,"rare","NT",0.087,11396169,130240,"Complex","Euphylliidae","Oculinidae",NA,NA,NA,0.302884589218697,0.341522011031669,0.379179327368898,"Near Threatened","uncommon","common","colonial","14","3","-135.276693","96.45","submassive","LC",NA,NA,"37.55955332","pacific",NA,"66369238.09",NA,"-34.78474321","0.214030557476914","attached","clear","broad","26.4302051","zooxanthellate",NA,"200","3.7","2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Gardineroseris planulata",143,144,144,"massive","stress-tolerant","uncommon","LC",0.064,99491163,244599,"Complex","Agariciidae","Agariciidae","spawner","gonochore",NA,2.39236030059817,2.72997818812753,3.05854192586545,"Least Concern","common","common","colonial","15","5","-167.78506796","96.45","massive","LC","stress-tolerant","spawner","37.5927127","pacific","389","58574843.48","hermaphrodite","-34.37803324","0.448633953288464","attached","clear","exposed","27.1055737","zooxanthellate",NA,NA,"4.6","3",NA,NA,"41.5",NA,NA,NA,NA,"1.7",NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Goniastrea edwardsi",146,147,147,"massive","stress-tolerant","common","LC",0.106,57736668,227122,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,9.71865988506837,11.0973403425604,12.4761152904693,"Least Concern","uncommon","common","colonial","39","1.25","-175.15511706","96.45","columnar","NT","stress-tolerant","spawner","37.14182508","pacific","568","57757251.155","hermaphrodite","-31.81840599","0.502077326421742","attached","turbid","protected","30.8680088","zooxanthellate",NA,"625","2.5","3.6",NA,NA,"0.37","1.277672274","0.151666659333333","191.166666666667",NA,NA,NA,"2030000",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,"12.25935143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Goniastrea favulus",147,148,148,"massive","stress-tolerant","uncommon","NT",0.072,42551210,195682,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,1.1494960319378,1.3012519850074,1.45464031768301,"Near Threatened","uncommon","common","colonial","25","0.5","-175.14646784","96.45","columnar","LC","stress-tolerant","spawner","37.14182508","pacific",NA,"55890685.675","hermaphrodite","-34.49447466","0.56354574119989","attached","turbid","protected","23.6632085","zooxanthellate",NA,NA,"2.4","5",NA,NA,"24","0.993844967285714","0.150961578","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,"4.56451231825",NA,NA,NA,NA,"5.5","380","37","4.4","23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Goniastrea minuta",148,149,149,"submassive",NA,"uncommon","NT",0.027,20724093,111785,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,0.00267719230177307,0.00302358121216344,0.00337043102148291,"Near Threatened",NA,"uncommon","colonial","25","1","157.95692738","96.45","encrusting","LC",NA,"spawner","29.25915155","pacific",NA,"23167117.215","gonochore","-32.88759531","0.506919031554188","attached","clear","protected","80.8305862","zooxanthellate",NA,NA,"3.1","4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Goniastrea pectinata",149,150,150,"submassive",NA,"common","LC",0.093,70298953,236447,"Robust","Merulinidae","Faviidae","spawner","hermaphrodite",NA,6.56220228581458,7.46064839164895,8.36893818747583,"Least Concern","uncommon","common","colonial","40","0.5","-174.12280047","96.45","columnar","NT",NA,"spawner","38.89698222","pacific",NA,"58290579.54","gonochore","-35.59786538","0.502358057903076","attached","turbid","protected","31.0743226","zooxanthellate",NA,NA,"4.8","1",NA,NA,NA,"0.6534580955","0.241571090333333","181.666666666667",NA,NA,NA,"1920000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.092138908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
